1763595631528,ghost,68057,Hallway,,0,0,EVIDENCE,temp
1763595631531,ghost,68057,Hallway,,0,0,IDLE,
1763595631533,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595631537,ghost,68057,Hallway,,0,0,EVIDENCE,temp
1763595631540,ghost,68057,Hallway,,0,0,IDLE,
1763595631542,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595631547,ghost,68057,Hallway,,0,0,IDLE,
1763595631549,ghost,68057,Hallway,,0,0,IDLE,
1763595631552,ghost,68057,Hallway,,0,0,IDLE,
1763595631554,ghost,68057,Hallway,,0,0,IDLE,
1763595631557,ghost,68057,Hallway,,0,0,EVIDENCE,writing
1763595631561,ghost,68057,Hallway,,0,0,EVIDENCE,writing
1763595631563,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595631565,ghost,68057,Hallway,,0,0,IDLE,
1763595631568,ghost,68057,Hallway,,0,0,IDLE,
1763595631570,ghost,68057,Hallway,,0,0,IDLE,
1763595631573,ghost,68057,Hallway,,0,0,EVIDENCE,temp
1763595631576,ghost,68057,Hallway,,0,0,IDLE,
1763595631580,ghost,68057,Hallway,,0,0,IDLE,
1763595631584,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595631588,ghost,68057,Hallway,,0,0,IDLE,
1763595631591,ghost,68057,Hallway,,0,0,EVIDENCE,temp
1763595631593,ghost,68057,Hallway,,0,0,IDLE,
1763595631600,ghost,68057,Hallway,,0,0,IDLE,
1763595631603,ghost,68057,Hallway,,0,0,EVIDENCE,temp
1763595631606,ghost,68057,Hallway,,0,0,IDLE,
1763595631609,ghost,68057,Hallway,,0,0,IDLE,
1763595631611,ghost,68057,Hallway,,0,0,IDLE,
1763595631614,ghost,68057,Hallway,,0,0,EVIDENCE,writing
1763595631616,ghost,68057,Hallway,,1,0,EVIDENCE,writing
1763595631618,ghost,68057,Hallway,,2,0,MOVE,Master Bedroom
1763595631622,ghost,68057,Master Bedroom,,0,0,IDLE,
1763595631625,ghost,68057,Master Bedroom,,1,0,MOVE,Hallway
1763595631627,ghost,68057,Hallway,,0,0,IDLE,
1763595631630,ghost,68057,Hallway,,0,0,IDLE,
1763595631633,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595631635,ghost,68057,Hallway,,0,0,EVIDENCE,writing
1763595631637,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595631640,ghost,68057,Hallway,,0,0,IDLE,
1763595631643,ghost,68057,Hallway,,0,0,IDLE,
1763595631645,ghost,68057,Hallway,,0,0,EVIDENCE,writing
1763595631648,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595631650,ghost,68057,Hallway,,0,0,EVIDENCE,temp
1763595631652,ghost,68057,Hallway,,0,0,IDLE,
1763595631655,ghost,68057,Hallway,,0,0,IDLE,
1763595631658,ghost,68057,Hallway,,0,0,IDLE,
1763595631661,ghost,68057,Hallway,,0,0,IDLE,
1763595631663,ghost,68057,Hallway,,0,0,EVIDENCE,writing
1763595631668,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595631671,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595631673,ghost,68057,Hallway,,0,0,IDLE,
1763595631676,ghost,68057,Hallway,,0,0,IDLE,
1763595631679,ghost,68057,Hallway,,0,0,IDLE,
1763595631681,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595631684,ghost,68057,Hallway,,0,0,EVIDENCE,temp
1763595631686,ghost,68057,Hallway,,0,0,IDLE,
1763595631690,ghost,68057,Hallway,,0,0,EVIDENCE,writing
1763595631692,ghost,68057,Hallway,,0,0,IDLE,
1763595631695,ghost,68057,Hallway,,0,0,IDLE,
1763595631697,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595631700,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595631703,ghost,68057,Hallway,,0,0,EVIDENCE,temp
1763595631706,ghost,68057,Hallway,,0,0,IDLE,
1763595631708,ghost,68057,Hallway,,0,0,EVIDENCE,temp
1763595631710,ghost,68057,Hallway,,0,0,IDLE,
1763595631713,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595631716,ghost,68057,Hallway,,0,0,IDLE,
1763595631719,ghost,68057,Hallway,,0,0,EVIDENCE,writing
1763595631721,ghost,68057,Hallway,,0,0,IDLE,
1763595631724,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595631728,ghost,68057,Hallway,,0,0,IDLE,
1763595631730,ghost,68057,Hallway,,0,0,IDLE,
1763595631733,ghost,68057,Hallway,,0,0,IDLE,
1763595631736,ghost,68057,Hallway,,0,0,IDLE,
1763595631738,ghost,68057,Hallway,,0,0,IDLE,
1763595631740,ghost,68057,Hallway,,0,0,IDLE,
1763595631743,ghost,68057,Hallway,,0,0,IDLE,
1763595631745,ghost,68057,Hallway,,0,0,IDLE,
1763595631747,ghost,68057,Hallway,,0,0,EVIDENCE,temp
1763595631749,ghost,68057,Hallway,,0,0,IDLE,
1763595631752,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595631754,ghost,68057,Hallway,,0,0,EVIDENCE,temp
1763595631758,ghost,68057,Hallway,,0,0,EVIDENCE,writing
1763595631760,ghost,68057,Hallway,,0,0,IDLE,
1763595631763,ghost,68057,Hallway,,0,0,EVIDENCE,temp
1763595631766,ghost,68057,Hallway,,0,0,IDLE,
1763595631769,ghost,68057,Hallway,,0,0,IDLE,
1763595631772,ghost,68057,Hallway,,0,0,EVIDENCE,writing
1763595631775,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595631778,ghost,68057,Hallway,,0,0,EVIDENCE,temp
1763595631781,ghost,68057,Hallway,,0,0,IDLE,
1763595631783,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595631786,ghost,68057,Hallway,,0,0,IDLE,
1763595631789,ghost,68057,Hallway,,0,0,EVIDENCE,writing
1763595631791,ghost,68057,Hallway,,0,0,EVIDENCE,writing
1763595631795,ghost,68057,Hallway,,0,0,IDLE,
1763595631798,ghost,68057,Hallway,,0,0,IDLE,
1763595631804,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595631809,ghost,68057,Hallway,,0,0,IDLE,
1763595631812,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595631815,ghost,68057,Hallway,,0,0,IDLE,
1763595631817,ghost,68057,Hallway,,0,0,EVIDENCE,writing
1763595631820,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595631823,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595631826,ghost,68057,Hallway,,0,0,EVIDENCE,temp
1763595631829,ghost,68057,Hallway,,0,0,IDLE,
1763595631832,ghost,68057,Hallway,,0,0,IDLE,
1763595631834,ghost,68057,Hallway,,0,0,IDLE,
1763595631841,ghost,68057,Hallway,,0,0,IDLE,
1763595631844,ghost,68057,Hallway,,0,0,IDLE,
1763595631846,ghost,68057,Hallway,,0,0,IDLE,
1763595631849,ghost,68057,Hallway,,0,0,IDLE,
1763595631852,ghost,68057,Hallway,,0,0,IDLE,
1763595631854,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595631857,ghost,68057,Hallway,,0,0,EVIDENCE,writing
1763595631860,ghost,68057,Hallway,,0,0,IDLE,
1763595631864,ghost,68057,Hallway,,0,0,IDLE,
1763595631867,ghost,68057,Hallway,,1,0,IDLE,
1763595631869,ghost,68057,Hallway,,2,0,EVIDENCE,orbs
1763595631873,ghost,68057,Hallway,,3,0,MOVE,Bathroom
1763595631875,ghost,68057,Bathroom,,4,0,MOVE,Hallway
1763595631879,ghost,68057,Hallway,,5,0,IDLE,
1763595631882,ghost,68057,Hallway,,6,0,MOVE,Bathroom
1763595631885,ghost,68057,Bathroom,,7,0,EVIDENCE,temp
1763595631887,ghost,68057,Bathroom,,8,0,IDLE,
1763595631890,ghost,68057,Bathroom,,9,0,IDLE,
1763595631893,ghost,68057,Bathroom,,10,0,IDLE,
1763595631895,ghost,68057,Bathroom,,11,0,IDLE,
1763595631898,ghost,68057,Bathroom,,12,0,IDLE,
1763595631900,ghost,68057,Bathroom,,13,0,EVIDENCE,temp
1763595631905,ghost,68057,Bathroom,,14,0,EVIDENCE,orbs
1763595631908,ghost,68057,Bathroom,,15,0,EXIT,
1763595632490,ghost,68057,Master Bedroom,,0,0,INIT,banshee
1763595632517,ghost,68057,Master Bedroom,,1,0,MOVE,Hallway
1763595632520,ghost,68057,Hallway,,0,0,IDLE,
1763595632523,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595632527,ghost,68057,Hallway,,0,0,IDLE,
1763595632529,ghost,68057,Hallway,,0,0,IDLE,
1763595632535,ghost,68057,Hallway,,1,0,MOVE,Master Bedroom
1763595632538,ghost,68057,Master Bedroom,,2,0,EVIDENCE,orbs
1763595632540,ghost,68057,Master Bedroom,,3,0,EVIDENCE,prints
1763595632544,ghost,68057,Master Bedroom,,0,0,IDLE,
1763595632547,ghost,68057,Master Bedroom,,1,0,MOVE,Hallway
1763595632549,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595632552,ghost,68057,Hallway,,0,0,IDLE,
1763595632560,ghost,68057,Hallway,,0,0,IDLE,
1763595632563,ghost,68057,Hallway,,0,0,IDLE,
1763595632567,ghost,68057,Hallway,,0,0,IDLE,
1763595632571,ghost,68057,Hallway,,0,0,IDLE,
1763595632574,ghost,68057,Hallway,,1,0,MOVE,Boy's Bedroom
1763595632578,ghost,68057,Boy's Bedroom,,2,0,MOVE,Hallway
1763595632581,ghost,68057,Hallway,,0,0,EVIDENCE,prints
1763595632584,ghost,68057,Hallway,,0,0,IDLE,
1763595632588,ghost,68057,Hallway,,0,0,IDLE,
1763595632591,ghost,68057,Hallway,,0,0,IDLE,
1763595632596,ghost,68057,Hallway,,0,0,EVIDENCE,prints
1763595632600,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595632602,ghost,68057,Hallway,,0,0,IDLE,
1763595632607,ghost,68057,Hallway,,0,0,IDLE,
1763595632609,ghost,68057,Hallway,,0,0,IDLE,
1763595632612,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595632615,ghost,68057,Hallway,,0,0,IDLE,
1763595632620,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595632623,ghost,68057,Hallway,,0,0,EVIDENCE,prints
1763595632626,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595632629,ghost,68057,Hallway,,0,0,IDLE,
1763595632634,ghost,68057,Hallway,,0,0,EVIDENCE,infrared
1763595632638,ghost,68057,Hallway,,0,0,EVIDENCE,infrared
1763595632646,ghost,68057,Hallway,,0,0,IDLE,
1763595632648,ghost,68057,Hallway,,0,0,EVIDENCE,prints
1763595632651,ghost,68057,Hallway,,0,0,EVIDENCE,prints
1763595632654,ghost,68057,Hallway,,0,0,IDLE,
1763595632656,ghost,68057,Hallway,,0,0,IDLE,
1763595632660,ghost,68057,Hallway,,0,0,IDLE,
1763595632665,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595632669,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595632671,ghost,68057,Hallway,,0,0,IDLE,
1763595632674,ghost,68057,Hallway,,0,0,IDLE,
1763595632676,ghost,68057,Hallway,,0,0,IDLE,
1763595632679,ghost,68057,Hallway,,0,0,EVIDENCE,prints
1763595632681,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595632685,ghost,68057,Hallway,,0,0,IDLE,
1763595632687,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595632690,ghost,68057,Hallway,,0,0,IDLE,
1763595632692,ghost,68057,Hallway,,0,0,EVIDENCE,prints
1763595632695,ghost,68057,Hallway,,0,0,IDLE,
1763595632697,ghost,68057,Hallway,,0,0,EVIDENCE,infrared
1763595632699,ghost,68057,Hallway,,0,0,EVIDENCE,infrared
1763595632702,ghost,68057,Hallway,,0,0,IDLE,
1763595632705,ghost,68057,Hallway,,0,0,EVIDENCE,infrared
1763595632707,ghost,68057,Hallway,,0,0,IDLE,
1763595632711,ghost,68057,Hallway,,0,0,IDLE,
1763595632713,ghost,68057,Hallway,,0,0,IDLE,
1763595632716,ghost,68057,Hallway,,1,0,MOVE,Van
1763595632721,ghost,68057,Van,,0,0,EVIDENCE,orbs
1763595632724,ghost,68057,Van,,0,0,EVIDENCE,orbs
1763595632727,ghost,68057,Van,,0,0,IDLE,
1763595632731,ghost,68057,Van,,0,0,EVIDENCE,infrared
1763595632734,ghost,68057,Van,,0,0,EVIDENCE,orbs
1763595632737,ghost,68057,Van,,1,0,MOVE,Hallway
1763595632740,ghost,68057,Hallway,,0,0,EVIDENCE,infrared
1763595632743,ghost,68057,Hallway,,0,0,EVIDENCE,prints
1763595632746,ghost,68057,Hallway,,0,0,IDLE,
1763595632749,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595632751,ghost,68057,Hallway,,0,0,IDLE,
1763595632754,ghost,68057,Hallway,,0,0,IDLE,
1763595632756,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595632759,ghost,68057,Hallway,,0,0,IDLE,
1763595632762,ghost,68057,Hallway,,0,0,IDLE,
1763595632764,ghost,68057,Hallway,,0,0,IDLE,
1763595632767,ghost,68057,Hallway,,0,0,EVIDENCE,prints
1763595632770,ghost,68057,Hallway,,0,0,IDLE,
1763595632773,ghost,68057,Hallway,,1,0,MOVE,Bathroom
1763595632776,ghost,68057,Bathroom,,2,0,MOVE,Hallway
1763595632779,ghost,68057,Hallway,,3,0,IDLE,
1763595632782,ghost,68057,Hallway,,0,0,IDLE,
1763595632784,ghost,68057,Hallway,,1,0,MOVE,Basement
1763595632787,ghost,68057,Basement,,0,0,EVIDENCE,infrared
1763595632789,ghost,68057,Basement,,0,0,EVIDENCE,orbs
1763595632792,ghost,68057,Basement,,0,0,IDLE,
1763595632794,ghost,68057,Basement,,0,0,IDLE,
1763595632797,ghost,68057,Basement,,0,0,IDLE,
1763595632799,ghost,68057,Basement,,0,0,IDLE,
1763595632802,ghost,68057,Basement,,0,0,EVIDENCE,prints
1763595632804,ghost,68057,Basement,,0,0,EVIDENCE,prints
1763595632807,ghost,68057,Basement,,0,0,IDLE,
1763595632809,ghost,68057,Basement,,0,0,IDLE,
1763595632812,ghost,68057,Basement,,0,0,IDLE,
1763595632815,ghost,68057,Basement,,1,0,MOVE,Hallway
1763595632818,ghost,68057,Hallway,,2,0,IDLE,
1763595632821,ghost,68057,Hallway,,0,0,IDLE,
1763595632824,ghost,68057,Hallway,,1,0,IDLE,
1763595632827,ghost,68057,Hallway,,2,0,IDLE,
1763595632830,ghost,68057,Hallway,,3,0,MOVE,Master Bedroom
1763595632832,ghost,68057,Master Bedroom,,0,0,EVIDENCE,orbs
1763595632835,ghost,68057,Master Bedroom,,0,0,EVIDENCE,infrared
1763595632838,ghost,68057,Master Bedroom,,0,0,IDLE,
1763595632840,ghost,68057,Master Bedroom,,0,0,EVIDENCE,orbs
1763595632843,ghost,68057,Master Bedroom,,1,0,EVIDENCE,prints
1763595632845,ghost,68057,Master Bedroom,,2,0,MOVE,Hallway
1763595632848,ghost,68057,Hallway,,0,0,EVIDENCE,infrared
1763595632851,ghost,68057,Hallway,,0,0,EVIDENCE,infrared
1763595632853,ghost,68057,Hallway,,0,0,EVIDENCE,infrared
1763595632856,ghost,68057,Hallway,,0,0,IDLE,
1763595632859,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595632861,ghost,68057,Hallway,,0,0,IDLE,
1763595632864,ghost,68057,Hallway,,0,0,IDLE,
1763595632866,ghost,68057,Hallway,,0,0,EVIDENCE,prints
1763595632869,ghost,68057,Hallway,,0,0,IDLE,
1763595632871,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595632874,ghost,68057,Hallway,,1,0,IDLE,
1763595632876,ghost,68057,Hallway,,0,0,EVIDENCE,infrared
1763595632879,ghost,68057,Hallway,,1,0,IDLE,
1763595632881,ghost,68057,Hallway,,2,0,MOVE,Bathroom
1763595632884,ghost,68057,Bathroom,,3,0,IDLE,
1763595632887,ghost,68057,Bathroom,,0,0,EVIDENCE,prints
1763595632889,ghost,68057,Bathroom,,0,0,IDLE,
1763595632892,ghost,68057,Bathroom,,1,0,MOVE,Hallway
1763595632895,ghost,68057,Hallway,,2,0,MOVE,Bathroom
1763595632897,ghost,68057,Bathroom,,3,0,EVIDENCE,orbs
1763595632903,ghost,68057,Bathroom,,4,0,MOVE,Hallway
1763595632906,ghost,68057,Hallway,,0,0,EVIDENCE,prints
1763595632909,ghost,68057,Hallway,,0,0,IDLE,
1763595632913,ghost,68057,Hallway,,0,0,IDLE,
1763595632916,ghost,68057,Hallway,,0,0,EVIDENCE,infrared
1763595632919,ghost,68057,Hallway,,0,0,IDLE,
1763595632923,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595632927,ghost,68057,Hallway,,0,0,IDLE,
1763595632929,ghost,68057,Hallway,,0,0,IDLE,
1763595632933,ghost,68057,Hallway,,0,0,IDLE,
1763595632937,ghost,68057,Hallway,,0,0,IDLE,
1763595632940,ghost,68057,Hallway,,0,0,IDLE,
1763595632942,ghost,68057,Hallway,,0,0,IDLE,
1763595632945,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595632948,ghost,68057,Hallway,,0,0,EVIDENCE,prints
1763595632951,ghost,68057,Hallway,,0,0,EVIDENCE,infrared
1763595632954,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595632957,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595632960,ghost,68057,Hallway,,0,0,IDLE,
1763595632962,ghost,68057,Hallway,,0,0,EVIDENCE,infrared
1763595632965,ghost,68057,Hallway,,0,0,IDLE,
1763595632968,ghost,68057,Hallway,,0,0,IDLE,
1763595632970,ghost,68057,Hallway,,0,0,EVIDENCE,infrared
1763595632973,ghost,68057,Hallway,,0,0,EVIDENCE,prints
1763595632977,ghost,68057,Hallway,,0,0,IDLE,
1763595632980,ghost,68057,Hallway,,0,0,IDLE,
1763595632982,ghost,68057,Hallway,,0,0,IDLE,
1763595632985,ghost,68057,Hallway,,0,0,IDLE,
1763595632988,ghost,68057,Hallway,,0,0,IDLE,
1763595632990,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595632993,ghost,68057,Hallway,,0,0,IDLE,
1763595632996,ghost,68057,Hallway,,0,0,IDLE,
1763595632999,ghost,68057,Hallway,,0,0,IDLE,
1763595633002,ghost,68057,Hallway,,0,0,EVIDENCE,infrared
1763595633005,ghost,68057,Hallway,,0,0,IDLE,
1763595633008,ghost,68057,Hallway,,0,0,IDLE,
1763595633011,ghost,68057,Hallway,,0,0,EVIDENCE,infrared
1763595633014,ghost,68057,Hallway,,0,0,IDLE,
1763595633016,ghost,68057,Hallway,,0,0,IDLE,
1763595633019,ghost,68057,Hallway,,0,0,IDLE,
1763595633022,ghost,68057,Hallway,,1,0,MOVE,Master Bedroom
1763595633024,ghost,68057,Master Bedroom,,2,0,MOVE,Hallway
1763595633027,ghost,68057,Hallway,,0,0,EVIDENCE,prints
1763595633030,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595633033,ghost,68057,Hallway,,0,0,IDLE,
1763595633035,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595633038,ghost,68057,Hallway,,0,0,IDLE,
1763595633041,ghost,68057,Hallway,,0,0,IDLE,
1763595633043,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595633046,ghost,68057,Hallway,,0,0,EVIDENCE,infrared
1763595633049,ghost,68057,Hallway,,0,0,EVIDENCE,prints
1763595633051,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595633054,ghost,68057,Hallway,,0,0,EVIDENCE,infrared
1763595633057,ghost,68057,Hallway,,1,0,MOVE,Basement
1763595633061,ghost,68057,Basement,,0,0,EVIDENCE,prints
1763595633063,ghost,68057,Basement,,1,0,IDLE,
1763595633065,ghost,68057,Basement,,2,0,IDLE,
1763595633068,ghost,68057,Basement,,3,0,MOVE,Hallway
1763595633071,ghost,68057,Hallway,,0,0,IDLE,
1763595633074,ghost,68057,Hallway,,0,0,IDLE,
1763595633076,ghost,68057,Hallway,,0,0,IDLE,
1763595633078,ghost,68057,Hallway,,0,0,EVIDENCE,orbs
1763595633081,ghost,68057,Hallway,,1,0,IDLE,
1763595633085,ghost,68057,Hallway,,2,0,EVIDENCE,infrared
1763595633087,ghost,68057,Hallway,,3,0,IDLE,
1763595633090,ghost,68057,Hallway,,4,0,EVIDENCE,infrared
1763595633093,ghost,68057,Hallway,,5,0,EVIDENCE,prints
1763595633095,ghost,68057,Hallway,,6,0,EVIDENCE,prints
1763595633098,ghost,68057,Hallway,,7,0,MOVE,Van
1763595633101,ghost,68057,Van,,8,0,IDLE,
1763595633105,ghost,68057,Van,,9,0,MOVE,Hallway
1763595633107,ghost,68057,Hallway,,10,0,EVIDENCE,infrared
1763595633110,ghost,68057,Hallway,,11,0,MOVE,Kitchen
1763595633113,ghost,68057,Kitchen,,12,0,MOVE,Garage
1763595633115,ghost,68057,Garage,,13,0,IDLE,
1763595633118,ghost,68057,Garage,,14,0,EVIDENCE,prints
1763595633120,ghost,68057,Garage,,15,0,EXIT,
1763595672466,ghost,68057,Kitchen,,0,0,INIT,deogen
1763595672483,ghost,68057,Kitchen,,1,0,MOVE,Garage
1763595672486,ghost,68057,Garage,,2,0,IDLE,
1763595672489,ghost,68057,Garage,,3,0,IDLE,
1763595672495,ghost,68057,Garage,,4,0,MOVE,Utility Room
1763595672498,ghost,68057,Utility Room,,5,0,MOVE,Garage
1763595672501,ghost,68057,Garage,,6,0,MOVE,Utility Room
1763595672504,ghost,68057,Utility Room,,7,0,IDLE,
1763595672506,ghost,68057,Utility Room,,8,0,MOVE,Garage
1763595672509,ghost,68057,Garage,,9,0,IDLE,
1763595672512,ghost,68057,Garage,,0,0,IDLE,
1763595672516,ghost,68057,Garage,,0,0,EVIDENCE,writing
1763595672520,ghost,68057,Garage,,1,0,IDLE,
1763595672523,ghost,68057,Garage,,2,0,MOVE,Kitchen
1763595672526,ghost,68057,Kitchen,,0,0,IDLE,
1763595672530,ghost,68057,Kitchen,,0,0,IDLE,
1763595672534,ghost,68057,Kitchen,,0,0,IDLE,
1763595672538,ghost,68057,Kitchen,,0,0,IDLE,
1763595672541,ghost,68057,Kitchen,,1,0,EVIDENCE,infrared
1763595672544,ghost,68057,Kitchen,,0,0,IDLE,
1763595672546,ghost,68057,Kitchen,,0,0,IDLE,
1763595672549,ghost,68057,Kitchen,,0,0,EVIDENCE,infrared
1763595672551,ghost,68057,Kitchen,,1,0,MOVE,Hallway
1763595672555,ghost,68057,Hallway,,0,0,EVIDENCE,radio
1763595672558,ghost,68057,Hallway,,0,0,IDLE,
1763595672561,ghost,68057,Hallway,,0,0,IDLE,
1763595672564,ghost,68057,Hallway,,0,0,EVIDENCE,writing
1763595672566,ghost,68057,Hallway,,0,0,IDLE,
1763595672569,ghost,68057,Hallway,,0,0,EVIDENCE,writing
1763595672573,ghost,68057,Hallway,,0,0,EVIDENCE,infrared
1763595672575,ghost,68057,Hallway,,0,0,IDLE,
1763595672578,ghost,68057,Hallway,,0,0,IDLE,
1763595672581,ghost,68057,Hallway,,0,0,EVIDENCE,writing
1763595672583,ghost,68057,Hallway,,0,0,EVIDENCE,infrared
1763595672585,ghost,68057,Hallway,,0,0,IDLE,
1763595672588,ghost,68057,Hallway,,0,0,EVIDENCE,radio
1763595672590,ghost,68057,Hallway,,0,0,IDLE,
1763595672593,ghost,68057,Hallway,,0,0,EVIDENCE,writing
1763595672596,ghost,68057,Hallway,,0,0,IDLE,
1763595672599,ghost,68057,Hallway,,0,0,EVIDENCE,radio
1763595672602,ghost,68057,Hallway,,1,0,MOVE,Boy's Bedroom
1763595672605,ghost,68057,Boy's Bedroom,,2,0,MOVE,Hallway
1763595672608,ghost,68057,Hallway,,3,0,EVIDENCE,writing
1763595672610,ghost,68057,Hallway,,4,0,MOVE,Kitchen
1763595672612,ghost,68057,Kitchen,,0,0,EVIDENCE,writing
1763595672619,ghost,68057,Kitchen,,0,0,EVIDENCE,writing
1763595672621,ghost,68057,Kitchen,,0,0,IDLE,
1763595672624,ghost,68057,Kitchen,,0,0,EVIDENCE,radio
1763595672627,ghost,68057,Kitchen,,0,0,EVIDENCE,radio
1763595672630,ghost,68057,Kitchen,,0,0,IDLE,
1763595672633,ghost,68057,Kitchen,,0,0,EVIDENCE,radio
1763595672635,ghost,68057,Kitchen,,0,0,EVIDENCE,radio
1763595672637,ghost,68057,Kitchen,,0,0,IDLE,
1763595672640,ghost,68057,Kitchen,,0,0,IDLE,
1763595672642,ghost,68057,Kitchen,,0,0,IDLE,
1763595672645,ghost,68057,Kitchen,,0,0,EVIDENCE,writing
1763595672647,ghost,68057,Kitchen,,0,0,IDLE,
1763595672655,ghost,68057,Kitchen,,1,0,EVIDENCE,radio
1763595672658,ghost,68057,Kitchen,,2,0,IDLE,
1763595672660,ghost,68057,Kitchen,,3,0,IDLE,
1763595672664,ghost,68057,Kitchen,,4,0,MOVE,Hallway
1763595672666,ghost,68057,Hallway,,0,0,EVIDENCE,writing
1763595672669,ghost,68057,Hallway,,0,0,EVIDENCE,writing
1763595672673,ghost,68057,Hallway,,0,0,EVIDENCE,writing
1763595672676,ghost,68057,Hallway,,0,0,IDLE,
1763595672679,ghost,68057,Hallway,,0,0,IDLE,
1763595672681,ghost,68057,Hallway,,0,0,EVIDENCE,infrared
1763595672685,ghost,68057,Hallway,,0,0,EVIDENCE,radio
1763595672687,ghost,68057,Hallway,,0,0,EVIDENCE,writing
1763595672689,ghost,68057,Hallway,,0,0,IDLE,
1763595672692,ghost,68057,Hallway,,0,0,EVIDENCE,writing
1763595672695,ghost,68057,Hallway,,0,0,EVIDENCE,writing
1763595672697,ghost,68057,Hallway,,0,0,IDLE,
1763595672700,ghost,68057,Hallway,,0,0,IDLE,
1763595672703,ghost,68057,Hallway,,0,0,EVIDENCE,radio
1763595672706,ghost,68057,Hallway,,1,0,MOVE,Master Bedroom
1763595672708,ghost,68057,Master Bedroom,,2,0,MOVE,Hallway
1763595672711,ghost,68057,Hallway,,3,0,MOVE,Master Bedroom
1763595672716,ghost,68057,Master Bedroom,,4,0,MOVE,Hallway
1763595672718,ghost,68057,Hallway,,5,0,EVIDENCE,writing
1763595672721,ghost,68057,Hallway,,0,0,IDLE,
1763595672723,ghost,68057,Hallway,,1,0,MOVE,Van
1763595672726,ghost,68057,Van,,0,0,EVIDENCE,infrared
1763595672728,ghost,68057,Van,,0,0,EVIDENCE,writing
1763595672731,ghost,68057,Van,,0,0,EVIDENCE,writing
1763595672734,ghost,68057,Van,,0,0,EVIDENCE,infrared
1763595672736,ghost,68057,Van,,0,0,IDLE,
1763595672738,ghost,68057,Van,,0,0,IDLE,
1763595672742,ghost,68057,Van,,0,0,EVIDENCE,radio
1763595672744,ghost,68057,Van,,0,0,EVIDENCE,writing
1763595672747,ghost,68057,Van,,0,0,EVIDENCE,infrared
1763595672750,ghost,68057,Van,,0,0,EVIDENCE,infrared
1763595672752,ghost,68057,Van,,0,0,EVIDENCE,writing
1763595672755,ghost,68057,Van,,0,0,IDLE,
1763595672758,ghost,68057,Van,,0,0,IDLE,
1763595672760,ghost,68057,Van,,0,0,IDLE,
1763595672763,ghost,68057,Van,,0,0,EVIDENCE,radio
1763595672765,ghost,68057,Van,,0,0,IDLE,
1763595672769,ghost,68057,Van,,1,0,MOVE,Hallway
1763595672771,ghost,68057,Hallway,,0,0,IDLE,
1763595672774,ghost,68057,Hallway,,0,0,IDLE,
1763595672776,ghost,68057,Hallway,,0,0,IDLE,
1763595672778,ghost,68057,Hallway,,0,0,EVIDENCE,writing
